2/19/19,correction,"REVISION: The template and STARS guide for ""Interior Architecture (AU Only)"" was updated in order to bring it in line with the ""Architecture (AU Only)"" STARS guide. In Area II, a Philosophy / Ethics requirement was added. Students must now select one course from IDS 102, PHL 106, or PHL 206. In Area III, MTH 115 Precalculus Algebra & Trigonometry was added as an option. Also, the Physics requirement was changed from PHY 201 to a choice of sequence between PHY 201 and PHY 202 or PHY 213 and PHY 214. In Area IV, students are now required to take a history sequence. In Area V, CIS 198 and CIS 145 were replaced with CIS 207 and CIS 208.."
2/19/19,correction,"REVISION: The template and STARS guide for ""Building Science (AU Only)"" was updated. In Area II, a Philosophy / Ethics requirement was added. Students must now select one course from IDS 102, PHL 106, or PHL 206. In Area III, the Physics requirement was changed from PHY 201 and PHY 202 to a choice of sequence between PHY 201 and PHY 202 or PHY 213 and PHY 214. In Area IV, students are now required to take a history sequence as well as ECO 231 and ECO 232. In Area V, GLY 101 Introduction to Geology I was removed as an option."
2/15/19,newGuide,"The following guides were added to the website: Engineering - Architectural (UA Only), Engineering - Construction (UA Only), Engineering - Environmental (UA Only)"
2/8/19,newGuide,"Guide for ""Law & Justice (AU Only)"" was added to the website."
2/8/19,correction,"REVISION: The template and STARS guide for ""Engineering - Biosystems (AU Only)"" was updated. In Area II, the Philosophy requirement (PHL 106) was replaced by Ethics (IDS 102 or PHL 206). In Area III, the Physics requirement was changed from PHY 201 to PHY 213. In Area IV, the ""remaining hours"" section was narrowed to only include ANT 200, ECO 231, POL 200, POL 211, PSY 200, and SOC 200."
2/5/19,newGuide,"Guide for ""Wildlife Enterprise Management (AU Only)"" was added to the website."
11/27/18,newGuide,"Guide for ""Health Care Management / Health Services Administration"" was added to the website."
11/13/18,newGuide,"Guide for ""Neuroscience"" was added to the website."
11/13/18,correction,"REVISION: The template and STARS guide for ""Forestry"" was updated. Students may now choose between a Literature and History sequence (in Area II and Area IV). The requirement in Area II of an Ethics course has been removed. In Area V, the choice of Chemistry sequences was removed and all students must now take CHM 111 & 112."
11/5/18,newGuide,"The following guides were added to the website: Biotechnology - Applied/Plant, Geospatial and Environmental Informatics (AU Only), Sustainable Biomaterials and Packaging (AU Only)"
10/30/18,correction,"REVISION: JSU was removed from ""Liberal Arts/Stuides"" STARS guide and added to the ""Interdisciplinary Stuides "" STARS guide at their request."
10/30/18,newGuide,"Guide for ""Interdisciplinary Stuides"" was added to the website."
10/30/18,correction,"REVISION: The STARS guide for ""Environmental Studies (UM Only)"" has been revised in Area II and V. In Area II, GRN 201, GRN 202, HUM101, HUM 102, HUM 299, HUM 299-01, HUM 299-02, HUM 299-03, IDH 106, IDH 208, IDH 214, IDS 102, JPN 101, JPN 102, REL 100, REL 151, and REL 152 were added as options. In Area V, BIO 201 and BIO 202 were added as options."
9/24/18,correction,"REVISION: The STARS guide for ""Advertising (UA Only)"" has been revised in Area II and V. In Area II, a literature sequence is now required. In Area V, MCM 203 was added as a requirement and the remaining hours in Area V may now be completed from approved courses in Area II-IV not already taken."
9/19/18,correction,"REVISION: The STARS guide for ""Wildlife Ecology and Management (AU Only)"" has been revised in Area V. CHM 111, CHM 112, MTH 265 along with a choice of PHY 201 or 213 are now required. The remaining 8 SH are electives taken from Areas I-IV that have not already been taken."
9/19/18,correction,"REVISION: The STARS guide for ""Natural Resources Management (AU Only)"" has been revised in Area V. CHM 111 and 112, along with MTH 265 are now required courses. The remaining 8 SH are electives taken from Areas I-IV that have not already been taken."
9/13/18,correction,"REVISION: The STARS guide for ""Natural Resources Management (AU Only)"" has been revised. In Area II, the Philosphy/Ethics requirement was removed and replaced with a 3 SH Speeh requirement. In Area III, MTH 120 and 125 were removed and MTH 113 (Precalculus Trigonometry) was added as the entry level math."
9/13/18,newGuide,"REVISION: The STARS guide for ""Wildlife Ecology and Management (AU Only)"" has been revised. In Area II, the Philosphy/Ethics requirement was removed and replaced with a 3 SH Speeh requirement. In Area III, MTH 120 was removed leaving MTH 125 (Calculus I) as the entry level math."
8/29/18,other,"The STARS guide for ""Laboratory Technology (AU Only)"" has been renamed ""Laboratory Sciences (AU Only)""."
8/28/18,coursesAdded,"The STARS guide for ""Emergency Management (JSU Only)"" has been updated. Changes have been made in Area V and provide students with a large selection of courses to choose from. See Area V in the template here."
8/17/18,newGuide,"Guide for ""Food Science"" was added to the website."
8/13/18,newGuide,"Guide for ""Science (General, Non-Teaching, Comprehensive)"" was added to the website."
8/10/18,other,"The STARS guide for ""Agronomy and Soils (AU Only)"" has been renamed ""Crop and Soil Sciences (AU Only)""."
8/3/18,other,"The STARS guide for ""Polymer and Fiber Engineering (AU Only)"" has been removed from the system. Auburn University no longer offers this major."
8/3/18,correction,"REMOVAL: Auburn University has been removed from the ""Religious Studies"" STARS guide. Auburn no longer offers this major."
7/10/18,newGuide,"REMOVAL: UAB has been removed from the ""Clinical Lab Sciences/Medical Technology"" STARS guide. UAB no longer offers this major at the baccalaureate level."
7/10/18,other,"The University of Montevallo was added to the ""Journalism"" major."
5/18/18,correction,"REMOVAL: The STARS guide for ""Food Science (AA&MU Only)"" has been temporarily removed from the system as they work on updates."
12/6/17,correction,"REMOVAL: The STARS guide for ""Exercise Science and Wellness (JSU Only)"" has been removed from the system. The new ""Kinesiology & Exercise Science"" added on Dec 1, 2017 contains the requirements for this major at JSU."
12/1/17,correction,"REVISION: The STARS guide for ""Kinesiology"" has been replace with ""Kinesiology & Exercise Science"". Extensive changes were made in order to satisfy requirements at multiple institutions."
11/17/17,correction,"REVISION: The STARS guide for ""Mathematics"" has been updated to meet current requirements. Changes were made in Area III (added a note to MTH 112 and removed MTH 120, MTH 237 and MTH 238) and Area V (Added MTH 237 and 238 as options)."
10/18/17,correction,"REVISION: Updated STARS guides to meet current requirements for for the following majors: Horticulture (AU Only) -- (Updated Area V), Fisheries, Aquaculture and Aquatic Sciences -- (AU Only) (Name change from ""Fisheries and Allied Aquacultures"" and Updated Area V), Poultry Science (AU ONLY) --(Updated Area III, IV, and V)"
10/18/17,newGuide,"Guide for ""Agricultural Science (AU Only)"" was added to the website."
8/3/17,other,"The University of South Alabama no longer offers ""Cyber Assuance"" as a major. The STARS guide has been removed."
4/24/17,correction,"REVISION: The STARS guide for ""Architecture (AU Only)"" and ""Industrial Design (AU ONLY)"" have been updated to meet current requirements."
4/24/17,newGuide,"Guide for ""Environmental Design (AU Only)"" put on-line."
2/7/17,correction,"Jacksonville State University has been removed from the ""Technology, Industrial Technology or Engineering Technology"" STARS guide at this time. They will be added back in the future, pending the ratification of the updated template."
1/25/17,newGuide,The University of Alabama at Birmingham (UAB) was added as an institution that now offers Kinesiology. The STARS guide requirements were unchanged. Now students may transfer these credits to either UAB or the University of Montevallo.
1/20/17,other,"Alabama Southern Community College, Faulkner State Community College, and Jeff Davis Community College were combined into one single institution now called Coastal Alabama Community College."
8/11/16,newGuide,"Guide for ""Instructional Design & Performance Improvement (USA Only)"" and ""Environmental Studies (UM Only)"" put on-line."
4/22/16,newGuide,"REVISION: The STARS guide for ""Horticulture (AU Only)"" has been updated to meet current requirements."
1/22/16,other,Added the Alabama A&M University to the Animal Sciences guide.
10/15/15,correction,"REVISION: The following guides have been updated to meet current requirements: Hospitality, Sport, and Tourism Management (Troy Only), Human Services (Troy Only), Interpreter Training (Troy Only), Resources and Technology Management (Troy Only), Surveying and Geomatic Sciences (Troy Only)"
10/9/15,correction,"REVISION: The following guides have been updated to meet current requirements: Agricultural Business and Economics (Auburn Only), Agronomy and Soils (Auburn Only), Fisheries and Allied Aquacultures (Auburn Only), Poultry Science (Auburn Only)"
9/23/15,coursesAdded,Added a new two-year community college course to all applicable guides. The course is HUM 299 PTK Honors (3 SH) in Area II.
7/22/15,newGuide,"Guide for ""Global Studies in Human Sciences (AU Only)"" put on-line."
3/26/15,other,Added the Trenholm State Technical College to the system.
1/5/15,other,Added the University of Alabama at Birmingham (UAB) to the Biomedical Sciences guide.
11/24/14,newGuide,"Guide for ""Radiologic Sciences (USA Only)"" was updated. PHY 120 was added in Area V."
11/24/14,other,"""Respiratory Therapy/Cardiopulmonary Science (USA Only)"" updated. Note was changed in Area V to limit students from taking more than 19 SH."
10/13/14,other,"The Troy University was added to the ""Physics"" STARS guide."
10/9/14,other,"The University of Alabama was removed from the ""Art Education"" STARS guide."
8/14/14,newGuide,"Guide for ""Urban and Regional Planning (AAMU Only)"" put on-line."
7/8/14,correction,"REVISION: The following guides have been updated to meet current requirements: Behavioral Science (Athens Only), Career Technical Education (Athens Only), Health Science (Athens Only), Public Safety and Health Administration (Athens Only). For information on the specific changes, contact us."
5/13/14,other,"The Athens State University was removed from the ""General Science Education: Middle/High School "" STARS guide. "
4/2/14,other,"The University of South Alabama was added to the ""Hotel, Restaurant, and Hospitality Management"" STARS guide. "
3/17/14,newGuide,"The following guides were added to the system: Cyber Assurance (USA Only), Emergency Medical Services (USA Only), Health Informatics (USA Only), Professional Health Sciences (USA Only), Resources and Technology Management (Troy Only)"
2/17/14,other,"UAB has been removed from the ""Respiratory Therapy/Cardio Scence"" STARS guide. UAB now only offers this program at the graduate level. The guide was renamed to ""Respiratory Therapy/Cardio Scence (USA Only)"" since the University of South Alabama is the only remaining institution to offer this program at the undergraduate level."
2/3/14,other,"The ""Food Science & Technology (AAMU Only)"" STARS guide was renamed to ""Food Science (AAMU Only)""."
11/18/13,newGuide,"Guide for ""Family & Consumer Sciences / Human Environmental Sciences "" put on-line. This guide replaced ""Family and Consumer Sciences"", ""Family and Consumer Sciences (UM Only)"", and ""Human Environmental Sciences (UNA Only)"" STARS guides."
11/18/13,newGuide,"Guide for ""Human Development and Family Studies"" put on-line. This guide replaced ""Human Development and Family Studies (AU Only)"" and Human Development and Family Studies (UA Only)"" STARS guides."
11/18/13,newGuide,"Guide for ""Public Health (UAB Only) "" put on-line."
11/12/13,other,"Alabama State University was added on the ""Sociology"" guide. "
11/7/13,newGuide,"Guide for ""Hospitality, Sport, and Tourism Management (Troy Only) "" put on-line. This guide replaced ""Sport & Fitness Management (Troy Only)"" STARS guide."
9/26/13,other,"UAB is phasing out the following programs or are moving them from baccalaureate to graduate level programs: ""Health Information Management"", ""Health Sciences"", ""Nuclear Medicine Technology"". They have all been removed from the STARS System."
8/12/13,newGuide,"Guide for ""Apparel and Textiles "" put on-line. This guide replaces ""Apparel Mer., Design, & Prod. Manage. (AU Only)"" and ""Apparel and Textiles (UA Only)"" which have been removed from the system."
8/12/13,newGuide,"Guide for ""Forestry"" put on-line. This guide replaces ""Forest Management/Forest Science (AAMU Only)"" and ""Forestry (AU Only)"" which have been removed from the system."
8/12/13,newGuide,"Guide for ""Nutrition"" put on-line. This guide replaces ""Nutrition (AU Only)"" and ""Food and Nutrition (UA Only)"" which have been removed from the system."
8/12/13,newGuide,"Guide for ""Interior Design"" put on-line. This guide replaces ""Interior Design (AU Only)"" and ""Interior Design (UA Only)"" which have been removed from the system."
8/12/13,newGuide,"Guide for ""Hotel, Restaurant, and Hospitality Management"" put on-line. This guide replaces ""Hotel & Restaurant Management (AU Only)"" and ""Restaurant and Hospitality Management (UA Only)"" which have been removed from the system."
8/12/13,coursesAdded,"Guide for ""Food Science & Technology (AAMU Only)"" was updated. Additional math choices were added to Area III."
8/12/13,newGuide,"Guide for ""Kinesiology (UM Only)"" put on-line."
3/6/13,other,"TEMPORARY REVISION: The University of Montevallo has been removed from the ""Physical Education"" STARS guide. The following note has temporarily been placed on the ""Physical Education"" guide to assist students. 03/06/2013 NOTE: The University of Montevallo no longer offers a major in Physical Education. Their program is called KINESIOLOGY. It has different requirements and learning outcomes from the normal physical education program. At the current time, the KINESIOLOGY transfer guide is not available. It should be available in late July of 2013. In the meantime, if you are interested in the KINESIOLOGY program at the University of Montevallo, please contact: "
2/19/13,correction,"REVISION: Area V has been updated on the STARS guide for ""Wildlife Ecology and Management (AU Only)"". Students who chose to take CHM 111 and CHM 112, were also required to take either CHM 221 or CHM 234. This requirement has been removed and students can now just complete CHM 111 and CHM 112."
2/19/13,correction,"REVISION: On 02/05/2013 Alabama A & M University was removed from the ""Animal/Dairy Science"" STARS guide. This left Auburn University as the only institution with this major. The major is now listed as Auburn Only and the STARS guide name has been changed to ""Animal Sciences (AU Only)""."
2/5/13,correction,"REVISION: ""Agribusiness Economics (AAMU Only)"""" STARS guide has been removed from the system. Alabama A&M University no longer offers this program."
2/5/13,correction,"REVISION: Alabama A & M University was removed from the ""Animal/Dairy Science"" and ""Music Education (Middle/High School)"" STARS guides. Alabama A&M University no longer offers these programs."
10/22/12,correction,"Guide for ""Environmental Science"" has been updated. The previous Environmental Science guide which supported programs at Troy, UA, and UWA was combined with the AAMU and AU Environmental Science guides. All institutions now work from the same Environmental Science guide. "
10/22/12,newGuide,"Guide for ""Liberal Arts/Studies "" put on-line."
8/15/12,newGuide,"Guide for ""Natural Resources Management (AU Only)"" put on-line."
8/10/12,newGuide,"Guide for ""Integrated Marketing Communication (UWA Only)"" put on-line."
8/8/12,correction,"Guide for ""Agricultural Economics (AU Only)"" has been renamed to ""Agricultural Business and Economics (AU Only)."" In Area II, students are now required to take an Ethics course (IDS 102 or PHL 206) and a Speech Communication course (SPH 106 or SPH 107). In Area IV, students are now required to complete a History sequence and SOC 200. Area V, BUS 271 and BUS 272 are now required along with 1 SH of a free elective."
8/8/12,correction,"Guide for ""Wildlife Sciences (AU Only)"" has been renamed to ""Wildlife Ecology and Management (AU Only)."" In Area II and Area IV, students are no longer required to take both a literature sequence and history sequence (they may now choose one or the other). In Area III, MTH 120 was added as an option. In Area IV, sections of this area have been limited to specific courses (too much to list here), but students still have a wide range of courses to choose from. In Area V, SPH 106 and 107 were added as options along with PHY 201 and 213, and CHM 104 and 105."
8/7/12,correction,"Guide for ""Fisheries Science (AU Only)"" has been renamed to ""Fisheries and Allied Aquacultures (AU Only)."" With the name change, there were also content updates. In Area II, students must take an ethics course (IDS 102 or PHL 206) and a speech communications course (SPH 106 or SPH 107). In Area IV, a history sequence is now required. Area V now includes a General Fish and Pre-Vet Track with updated requirements for each."
8/6/12,correction,"Guide for ""Public Administration (AU Only) "" was updated. In Area II, only 3 SH or literature is now required, Speech is now required (added SPH 106 or SPH 107 as choices), and PHL 106 was added as an option. In Area IV, HIS 101 and HIS 102 were removed as options, ECO 232 is now required, SOC 200 was removed, and POL 200 and POL 211 were added as options. In Area V, JAP 101 and JAP 102 were removed and MTH 265 is now required."
8/6/12,correction,"Guide for ""Industrial Hygiene (UNA Only) "" was updated. In Area V, BIO 104 was removed and MTH 126, MTH 265, BIO 220, CHM 221, and CHM 222 were added as choices."
7/30/12,correction,"Guide for ""Emergency Management (JSU Only) "" was updated. In Area II, Introductory foreign languages were added as an option. In Area III, the math requirement was lowered to accept MTH 110. And, in Area V, the total number of hours needed to complete the area was lowered from 23 to 19."
7/26/12,correction,"Guide for ""Nuclear Medicine Technology (UAB Only) "" was updated. In Area V, BIO 230 Human Pathophysiology was added as an additional choice for students."
7/25/12,correction,"Guide for ""Business (All Business Majors)"" was updated. In Area V, BUS 210 and BUS 248 were removed."
7/25/12,correction,"Guide for ""Engineering - Biomedical (UAB Only)"" was updated. In Area V, CIS 251 was removed and replaced by CHM 221."
5/18/12,correction,"Guide for ""Rehabilitation Services Education (AU Only)"" was renamed to ""Rehabilitation and Disability Studies (AU Only)""."
5/18/12,correction,"Guide for ""Health Promotion (AU Only)"" was renamed to ""Physical Activity and Health (AU Only)"". ECO 232 (Principles of Microeconomics) was also removed from Area V. "
5/18/12,correction,"REVISION: UAB has removed ""Cytotechnology (UAB Only) "" from the STARS web site . UAB no longer offers this program as an undergraduate degree. It has been replaced by a track in the Clinical Laboratory Science master's degree."
5/15/12,correction,"Guide for ""Biomedical Sciences (USA Only)"" was updated. SOC 210 was added as an option in Area IV. "
3/21/12,newGuide,"Guide for ""Environmental Science (AAMU Only) "" and ""Food Science & Technology (AAMU Only)"" were brought on -line. "
2/21/12,correction,"REVISION: UAB was removed from the ""Economics BA "" STARS guide. UAB no longer offers this program."
9/14/11,correction,"REVISION: ""Family and Consumer Sciences (JSU Only)"" is now a shared template between AAMU and JSU. It has been renamed ""Family and Consumer Sciences"" and AAMU has been added at the bottom of the STARS guide where it lists the institutions that offer this program. "
8/11/11,correction,"REVISION: ""Engineering - Biomedical (UAB Only)"" was updated in Area V. MTH 265 was removed and replaced with MTH 237 Linear Algebra. "
6/10/11,newGuide,"Guide for ""Interdisciplinary Arts (UWA Only) "" put on-line. "
4/5/11,correction,"REVISION: ""Nutrition & Food Science (AU Only)"" was replaced by ""Nutrition (AU Only)"". For specific information on the ""Nutrition (AU Only)"" requirements view the approved templates here."
3/8/11,correction,"REVISION: ""Poultry Science (AU Only)"" was revised to reflect new requirements. For specific information on the new requirements view the approved templates here."
8/2/10,correction,"REVISION: ""Information Systems (USA Only)"" and ""Information Technology (USA Only)"" both were revised in Area V. For specific information on the new requirements view the approved templates here."
5/17/10,newGuide,"Guide for ""International Studies "" put on-line. Students may now transfer to AUM, UA, UAB, and USA. "
5/17/10,correction,"REVISION:""International Studies (UAB Only)"" has been removed from the system and replaced with a new ""International Studies"" template and STARS guide. The new template and STARS guide were compiled by AUM, UA, UAB, and USA. "
5/17/10,correction,"REVISION: ""Information Systems (USA Only)"" and ""Information Technology (USA Only)"" both were revised in Area V. For specific information on the new requirements view the approved templates here."
5/11/10,correction,"REVISION: On 05/06/2010, the AGSC approved changes that were recommended by the Communication Studies and Mass Communication academic committees. This change affected SPH 116 on all STARS guides. SPH 116 has officially been moved from an approved course in Area II to an approved course in Area IV. SPH 116 will remain in Area II until Summer 2011. SPH 116 is now listed in Area IV on the STARS guides. SPH 116 can now be accepted as transfer credit in either Areas II or IV. Beginning Fall 2011, SPH 116 will be removed from Area II and will no longer be accepted for credit in Area II unless the course was taken prior to Fall 2011. "
4/1/10,correction,"REVISION: ""Biomedical Engineering (UAB Only)"" guide was renamed to ""Engineering - Biomedical (UAB Only)"" per UAB's request. Guide contents remain the same. "
3/4/10,newGuide,"Guide for ""Forest Management/Forest Science (AA&MU Only)"" put on-line."
1/12/10,correction,"REVISION: Auburn University was added to the list of institutions that offers Computer Science. Auburn will now appear at the bottom of the ""Computer Science "" STARS guide."
10/18/09,correction,"REVISION: ""Instrumentation (Athens Only)"" STARS guide was removed from the system. Athens no longer offers this program."
10/8/09,correction,"REVISION: UAB was removed from the ""Radiologic Sciences "" STARS guide. UAB no longer offers this program."
6/8/09,newGuide,"Guide for ""Interpreter Training (TROY Only)"" put on-line."
3/12/09,newGuide,"Guides for ""Information Systems (USA Only)"" and ""Information Technology (USA Only)"" have been put on-line."
3/3/09,newGuide,"Guide for ""Graphic Design (AU Only)"" put on-line."
2/10/09,correction,"REVISION: ""Surgical Physician Assistant (UAB ONLY) "" was removed from the system. This major is no longer offered. "
1/21/09,correction,"REVISION: Athens State University was taken off of the ""Physics"" guide as being an institution that offers that degree. Athens State University no longer offs the ""Physics"" degree. "
